state,cluster,corr,members,window
IA,2,0.5990096159594737,"['Weight Loss', 'Flatulence', 'Abdominal Pain', 'Weight Gain', 'Constipation']",2016-06
ID,6,0.7857296604941131,"['Myoclonus', 'Spasm']",2016-06
IL,21,0.6979569359182083,"['Hiccup', 'Hemoglobinuria', 'Pseudophakia']",2016-06
IN,10,0.6522734704478269,"['Torticollis', 'Eructation', 'Colic']",2016-06
KS,3,0.6874703101904759,"['Echolalia', 'Quadriplegia', 'Miosis']",2016-06
KY,18,0.6646072555774211,"['Torticollis', 'Hemianopsia', 'Echolalia']",2016-06
LA,10,0.6041858497930673,"['Intermittent Claudication', 'Prosopagnosia', 'Stuttering', 'Delirium', 'Fatigue', 'Alien Hand Syndrome']",2016-06
MA,13,0.6907332847426657,"['Illusions', 'Polyuria']",2016-06
MD,1,0.7606192266795676,"['Anomia', 'Tetany']",2016-06
ME,11,0.7368257400635283,"['Anisocoria', 'Back Pain']",2016-06
MI,4,0.7875736230883491,"['Heart Murmurs', 'Alien Hand Syndrome']",2016-06
MN,5,0.5807694568965646,"['Sleep Disorders', 'Illusions', 'Chest Pain', 'Pallor', 'Sleep Deprivation']",2016-06
MO,3,0.7187602960006944,"['Coma', 'Cachexia', 'Hearing Loss', 'Obesity', 'Anorexia', 'Oliguria']",2016-06
MS,7,0.6813831150002267,"['Echolalia', 'Catatonia', 'Snoring', 'Scotoma', 'Hiccup', 'Cyanosis']",2016-06
MT,9,0.6872222781920181,"['Lethargy', 'Hallucinations', 'Neuralgia']",2016-06
NC,23,0.6254299251087403,"['Horner Syndrome', 'Cerebellar Ataxia', 'Ophthalmoplegia', 'Eye Pain']",2016-06
ND,5,0.7397754026938465,"['Ataxia', 'Ecchymosis']",2016-06
NE,2,0.6654828669542718,"['Chills', 'Renal Colic', 'Fever']",2016-06
NH,1,0.6796494255368225,"['Hypothermia', 'Echolalia']",2016-06
NJ,6,0.6428267466483619,"['Catalepsy', 'Paraparesis', 'Proteinuria']",2016-06
NM,8,0.7581363662090022,"['Weight Loss', 'Deafness']",2016-06
NV,7,0.7055522068697432,"['Shoulder Pain', 'Neck Pain']",2016-06
NY,17,0.6145985776202052,"['Eructation', 'Coma', 'Myokymia', 'Tics', 'Edema', 'Purpura']",2016-06
OH,17,0.6634534708639426,"['Presbycusis', 'Myotonia', 'Stuttering']",2016-06
OK,19,0.6387225932921865,"['Mouth Breathing', 'Nausea', 'Snoring', 'Earache']",2016-06
OR,18,0.638115180619355,"['Overweight', 'Hallucinations', 'Dysgeusia']",2016-06
PA,19,0.6493038251140457,"['Hirsutism', 'Ageusia', 'Fetal Weight']",2016-06
RI,7,0.5725848781006031,"['Heartburn', 'Coma', 'Abdominal Pain', 'Pruritus', 'Stupor', 'Hearing Loss', 'Hyperemesis Gravidarum', 'Constipation']",2016-06
SC,9,0.8204780858301809,"['Sneezing', 'Ophthalmoplegia']",2016-06
SD,12,0.6552757831913524,"['Shoulder Pain', 'Hyperventilation', 'Halitosis']",2016-06
TN,14,0.6399098485338687,"['Echolalia', 'Hypocapnia', 'Cerebellar Ataxia', 'Agnosia', 'Morning Sickness']",2016-06
TX,10,0.7548319252330535,"['Ageusia', 'Taste Disorders', 'Diplopia']",2016-06
UT,22,0.6600792954408253,"['Neuralgia', 'Cyanosis']",2016-06
VA,15,0.6763857679916633,"['Scotoma', 'Anomia', 'Dysgeusia', 'Persistent Vegetative State']",2016-06
VT,8,0.6173265084729934,"['Weight Loss', 'Apnea']",2016-06
WA,17,0.5819678229172625,"['Orthostatic Intolerance', 'Dysarthria', 'Flatulence', 'Chorea', 'Seizures', 'Hemoglobinuria']",2016-06
WI,23,0.7504457630003668,"['Orthostatic Intolerance', 'Dizziness']",2016-06
WV,19,0.7776407428518697,"['Hiccup', 'Birth Weight']",2016-06
WY,5,0.6168650730202798,"['Shoulder Pain', 'Constipation']",2016-06
AK,13,0.6811810550950024,"['Blindness', 'Flushing', 'Bulimia']",2016-07
AL,9,0.6773635136069064,"['Gastroparesis', 'Shoulder Pain']",2016-07
AR,2,0.6949815516002805,"['Low Back Pain', 'Gastroparesis', 'Asthenia', 'Sneezing', 'Feminization', 'Anisocoria']",2016-07
AZ,4,0.6706292586462078,"['Chills', 'Earache', 'Metatarsalgia', 'Sleep Deprivation', 'Susac Syndrome', 'Cough', 'Fever']",2016-07
CA,7,0.5862457361909194,"['Fetal Distress', 'Nocturia', 'Dyspnea', 'Hypergammaglobulinemia', 'Confusion', 'Amblyopia', 'Dyspepsia', 'Persistent Vegetative State']",2016-07
CO,11,0.641514569424312,"['Eructation', 'Hyperalgesia', 'Hiccup', 'Dyspepsia', 'Apnea']",2016-07
CT,3,0.6267190871197421,"['Asthenia', 'Eructation']",2016-07
DC,12,0.6357602809496777,"['Sleep Disorders', 'Neuralgia']",2016-07
DE,19,0.7425039815316374,"['Ecchymosis', 'Fatigue', 'Fever']",2016-07
FL,8,0.657216225562673,"['Phantom Limb', 'Unconsciousness', 'Dysmenorrhea']",2016-07
GA,8,0.6333457137417738,"['Horner Syndrome', 'Mental Retardation', 'Tinea Pedis', 'Language Disorders', 'Agraphia']",2016-07
HI,2,0.6440863762927206,"['Anoxia', 'Sciatica', 'Miosis']",2016-07
IA,10,0.7754361103499484,"['Birth Weight', 'Athetosis']",2016-07
ID,19,0.6075918666095876,"['Weight Loss', 'Hirsutism', 'Tremor', 'Nausea', 'Seizures']",2016-07
IL,21,0.6843203899397234,"['Aphonia', 'Necrolytic Migratory Erythema']",2016-07
IN,5,0.7119587724571035,"['Sleep Disorders', 'Hypoventilation', 'Stupor', 'Scotoma', 'Alien Hand Syndrome']",2016-07
KS,3,0.6831512791168384,"['Paresis', 'Proteinuria']",2016-07
KY,5,0.5993524105439486,"['Hot Flashes', 'Prosopagnosia', 'Flank Pain']",2016-07
LA,18,0.6629170895394912,"['Ataxia', 'Dysuria', 'Confusion', 'Birth Weight']",2016-07
MA,23,0.7716184846850358,"['Fatigue', 'Gagging']",2016-07
MD,10,0.7411253669008181,"['Anomia', 'Tetany']",2016-07
ME,12,0.7736292851069797,"['Flatulence', 'Paraplegia']",2016-07
MI,18,0.6874052298779769,"['Reticulocytosis', 'Acute Coronary Syndrome', 'Halitosis', 'Feminization', 'Persistent Vegetative State']",2016-07
MN,1,0.6883435005225843,"['Pallor', 'Sleep Deprivation', 'Chest Pain']",2016-07
MO,2,0.6670696584680056,"['Low Back Pain', 'Hydrops Fetalis', 'Mental Retardation', 'Angina Pectoris', 'Stupor', 'Fetal Weight']",2016-07
MS,16,0.6479253435555051,"['Presbycusis', 'Neck Pain', 'Dyspepsia']",2016-07
MT,12,0.6045123786811936,"['Constipation', 'Encopresis', 'Diplopia']",2016-07
NC,14,0.741188479091073,"['Livedo Reticularis', 'Hemianopsia']",2016-07
ND,5,0.7620165820623808,"['Ataxia', 'Ecchymosis']",2016-07
NE,4,0.6503437776220783,"['Tremor', 'Nausea']",2016-07
NH,11,0.7475033780009245,"['Hypothermia', 'Echolalia']",2016-07
NJ,9,0.6837904175211503,"['Coma', 'Jaundice', 'Dyspnea', 'Dyspepsia', 'Hemiplegia', 'Diplopia', 'Cyanosis']",2016-07
NM,4,0.6951123557348126,"['Gastroparesis', 'Polyuria']",2016-07
NV,5,0.6737648933921015,"['Chorea', 'Flushing', 'Oliguria']",2016-07
NY,19,0.6496700152508411,"['Facial Paralysis', 'Dystonia', 'Psychomotor Agitation', 'Myoclonus', 'Dysmenorrhea']",2016-07
OH,14,0.6602409459313293,"['Paresis', 'Seizures', 'Eye Pain', 'Muscular Atrophy']",2016-07
OK,10,0.7752202903273848,"['Heartburn', 'Anorexia']",2016-07
OR,7,0.6387174980725779,"['Paresis', 'Ophthalmoplegia']",2016-07
PA,14,0.7281896566859887,"['Hirsutism', 'Ageusia', 'Fetal Weight']",2016-07
RI,4,0.7082011716736646,"['Arthralgia', 'Constipation']",2016-07
SC,15,0.661455858440062,"['Low Back Pain', 'Sneezing', 'Ophthalmoplegia']",2016-07
SD,18,0.6544677234252746,"['Dystonia', 'Shoulder Pain']",2016-07
TN,4,0.7683314989885328,"['Anisocoria', 'Body Weight']",2016-07
TX,4,0.6408816973257783,"['Gagging', 'Piriformis Muscle Syndrome']",2016-07
UT,3,0.7144941804853594,"['Susac Syndrome', 'Neuralgia', 'Eye Pain']",2016-07
VA,2,0.7394683064487784,"['Cerebellar Ataxia', 'Stupor', 'Paraparesis']",2016-07
VT,16,0.6555213366563067,"['Illusions', 'Overweight']",2016-07
WA,5,0.6962877282073842,"['Hirsutism', 'Shoulder Pain', 'Birth Weight', 'Apnea']",2016-07
WI,1,0.6533958795813914,"['Tremor', 'Hiccup']",2016-07
WV,12,0.5900746485246398,"['Syncope', 'Ataxia', 'Mental Retardation', 'Oliguria']",2016-07
WY,3,0.6888307084821761,"['Seizures', 'Tics']",2016-07
AK,18,0.7174576685088225,"['Toothache', 'Tinnitus']",2016-08
AL,2,0.6334697409610539,"['Anomia', 'Dyspepsia', 'Presbycusis', 'Ecchymosis']",2016-08
AR,3,0.6849376372222631,"['Paralysis', 'Speech Disorders']",2016-08
AZ,4,0.6073907823762117,"['Orthostatic Intolerance', 'Mental Retardation', 'Labor Pain']",2016-08
CA,13,0.6435248748963263,"['Respiratory Sounds', 'Dysarthria', 'Hallucinations', 'Hypoventilation', 'Illusions', 'Hyperventilation', 'Muscle Cramp', 'Hypokinesia']",2016-08
CO,16,0.6039692125712758,"['Korsakoff Syndrome', 'Flank Pain', 'Dyspepsia']",2016-08
CT,16,0.654564472645514,"['Overweight', 'Angina Pectoris']",2016-08
DC,22,0.6703342839557177,"['Hot Flashes', 'Bulimia']",2016-08
DE,4,0.7342748577659922,"['Headache', 'Deafness']",2016-08
FL,5,0.7306445509898674,"['Lethargy', 'Abdominal Pain', 'Facial Paralysis']",2016-08
GA,21,0.6646501434950329,"['Labor Pain', 'Livedo Reticularis', 'Hoarseness', 'Dystonia']",2016-08
HI,9,0.6816690585833793,"['Pallor', 'Jaundice', 'Hyperemesis Gravidarum']",2016-08
IA,12,0.6250979050739277,"['Pelvic Pain', 'Neuralgia', 'Coprophagia', 'Chorea']",2016-08
ID,1,0.6577335315283231,"['Constipation', 'Encopresis', 'Torticollis', 'Hot Flashes', 'Neck Pain']",2016-08
IL,15,0.6496348672569104,"['Pelvic Pain', 'Shoulder Pain', 'Body Weight']",2016-08
IN,10,0.6905065588649673,"['Sleep Disorders', 'Hypoventilation', 'Stupor', 'Scotoma', 'Alien Hand Syndrome']",2016-08
KS,8,0.6645320850175654,"['Ataxia', 'Hirsutism', 'Purpura']",2016-08
KY,4,0.6968008339317372,"['Hot Flashes', 'Prosopagnosia']",2016-08
LA,4,0.6777248063020803,"['Fatigue', 'Gastroparesis', 'Polyuria']",2016-08
MA,18,0.6720493334262316,"['Fatigue', 'Gagging']",2016-08
MD,12,0.6433414285178447,"['Heart Murmurs', 'Myoclonus', 'Scotoma', 'Metatarsalgia', 'Alien Hand Syndrome']",2016-08
ME,5,0.6634827064224956,"['Cachexia', 'Flank Pain', 'Pallor', 'Purpura']",2016-08
MI,10,0.6353427607973349,"['Dysuria', 'Catatonia', 'Stuttering', 'Athetosis', 'Hyperventilation']",2016-08
MN,21,0.6312383593136011,"['Lethargy', 'Anomia']",2016-08
MO,14,0.666200575428213,"['Muscle Cramp', 'Presbycusis']",2016-08
MS,7,0.6894684010959514,"['Vertigo', 'Tics', 'Amblyopia', 'Dysphonia']",2016-08
MT,14,0.6301508066137425,"['Illusions', 'Sarcopenia', 'Edema', 'Dyslexia']",2016-08
NC,4,0.6862899895518043,"['Low Back Pain', 'Sciatica', 'Stuttering', 'Scotoma', 'Metatarsalgia', 'Hyperemesis Gravidarum']",2016-08
ND,15,0.6812574330866612,"['Torticollis', 'Polyuria', 'Back Pain']",2016-08
NE,10,0.6521385626920163,"['Headache', 'Dysarthria', 'Vomiting']",2016-08
NH,1,0.7271623369443709,"['Sweating Sickness', 'Agnosia', 'Weight Gain']",2016-08
NJ,8,0.7090001003147106,"['Mutism', 'Colic']",2016-08
NM,17,0.6385309941888008,"['Paresis', 'Catatonia', 'Constipation']",2016-08
NV,10,0.7270891667911885,"['Shoulder Pain', 'Neck Pain']",2016-08
NY,5,0.7008547075021679,"['Hyperkinesis', 'Hiccup']",2016-08
OH,8,0.787414658200468,"['Hypoventilation', 'Morning Sickness']",2016-08
OK,16,0.6739509915869438,"['Mental Retardation', 'Body Weight']",2016-08
OR,19,0.6982151113543691,"['Pallor', 'Paresthesia', 'Mutism']",2016-08
PA,4,0.6477436390582124,"['Hirsutism', 'Communication Disorders', 'Ageusia', 'Fetal Weight']",2016-08
RI,1,0.7393517697257501,"['Motion Sickness', 'Back Pain']",2016-08
SC,18,0.6613524279243674,"['Hiccup', 'Amaurosis Fugax', 'Facial Pain']",2016-08
SD,7,0.6127145402793254,"['Cachexia', 'Hemiplegia', 'Edema']",2016-08
TN,19,0.7054264424846356,"['Dysphonia', 'Hypercalciuria']",2016-08
TX,6,0.7155490985234608,"['Acute Coronary Syndrome', 'Sciatica', 'Body Weight Changes']",2016-08
UT,13,0.7282393897000105,"['Neuralgia', 'Anoxia', 'Susac Syndrome', 'Eye Pain']",2016-08
VA,13,0.572882327963878,"['Dystonia', 'Edema', 'Labor Pain', 'Hyperemesis Gravidarum', 'Apnea']",2016-08
VT,18,0.7118112325079995,"['Hiccup', 'Shoulder Pain']",2016-08
WA,18,0.6853073772359611,"['Metatarsalgia', 'Tinea Pedis']",2016-08
WI,17,0.7127425381724874,"['Orthostatic Intolerance', 'Chorea', 'Dizziness']",2016-08
WV,4,0.6526695903741156,"['Headache', 'Asthenia']",2016-08
WY,2,0.6234362042430296,"['Lethargy', 'Heartburn']",2016-08
AK,13,0.7616865005247063,"['Shoulder Pain', 'Morning Sickness']",2016-09
AL,18,0.6722721649392409,"['Dysuria', 'Proteinuria']",2016-09
AR,18,0.6868374592028587,"['Coprophagia', 'Agraphia']",2016-09
AZ,20,0.6717706874787149,"['Torticollis', 'Ophthalmoplegia', 'Hyperesthesia', 'Polyuria']",2016-09
CA,13,0.5550708725798358,"['Phantom Limb', 'Hypercapnia', 'Encopresis', 'Communication Disorders', 'Paresis', 'Pruritus', 'Urinoma', 'Amaurosis Fugax', 'Sarcopenia', 'Agraphia']",2016-09
CO,2,0.6709755418368469,"['Asthenia', 'Fatigue', 'Muscle Cramp']",2016-09
CT,5,0.6449183241418097,"['Anisocoria', 'Mutism', 'Hypoventilation', 'Fasciculation', 'Hemoglobinuria']",2016-09
DC,20,0.7098874335236737,"['Illusions', 'Anisocoria', 'Confusion']",2016-09
DE,6,0.6277281049612636,"['Myoclonus', 'Dysuria', 'Dizziness']",2016-09
FL,5,0.6515715532500038,"['Tetany', 'Communication Disorders']",2016-09
GA,16,0.6589600913074541,"['Hoarseness', 'Dystonia', 'Pruritus', 'Flank Pain', 'Hiccup']",2016-09
HI,13,0.6416885992910398,"['Chest Pain', 'Eye Pain', 'Earache']",2016-09
IA,17,0.6202617908312478,"['Eye Pain', 'Hypoventilation']",2016-09
ID,2,0.6550129430916708,"['Deafness', 'Flatulence', 'Coprophagia', 'Proteinuria', 'Chest Pain']",2016-09
IL,1,0.6648398395698162,"['Hiccup', 'Eye Pain']",2016-09
IN,7,0.7696325153170814,"['Fatigue', 'Aphonia']",2016-09
KS,15,0.6471201152265292,"['Sweating Sickness', 'Amaurosis Fugax']",2016-09
KY,10,0.6899587606340909,"['Prosopagnosia', 'Eye Pain']",2016-09
LA,16,0.6438331705698334,"['Headache', 'Nausea', 'Chills', 'Apnea']",2016-09
MA,18,0.6508677545711751,"['Deafness', 'Pseudophakia', 'Sneezing', 'Chorea']",2016-09
MD,6,0.6039512792286638,"['Tremor', 'Dysphonia']",2016-09
ME,2,0.7581045967690154,"['Flatulence', 'Paraplegia']",2016-09
MI,14,0.602937159196457,"['Heart Murmurs', 'Hyperacusis', 'Overweight', 'Alien Hand Syndrome', 'Fetal Weight']",2016-09
MN,7,0.6783209362579603,"['Acute Coronary Syndrome', 'Gastroparesis']",2016-09
MO,11,0.6005264098384828,"['Low Back Pain', 'Coprophagia', 'Sarcopenia', 'Stupor', 'Persistent Vegetative State']",2016-09
MS,6,0.6340553319156084,"['Coprophagia', 'Confusion', 'Arthralgia', 'Cough', 'Fever']",2016-09
MT,1,0.6183650242523775,"['Syncope', 'Pain']",2016-09
NC,11,0.6751520432008643,"['Learning Disorders', 'Motion Sickness', 'Anoxia']",2016-09
ND,4,0.6676252555914264,"['Fatigue', 'Pelvic Pain', 'Flushing']",2016-09
NE,4,0.6732972045199169,"['Coma', 'Stuttering']",2016-09
NH,13,0.9133976170969872,"['Metatarsalgia', 'Confusion']",2016-09
NJ,7,0.7696985308365479,"['Urinary Incontinence', 'Ophthalmoplegia']",2016-09
NM,14,0.6096091133418904,"['Lethargy', 'Dyspepsia', 'Eye Pain']",2016-09
NV,1,0.6395899548053637,"['Hyperacusis', 'Pallor', 'Dysphonia', 'Tinnitus']",2016-09
NY,19,0.6756035155046138,"['Trismus', 'Dysmenorrhea', 'Myotonia']",2016-09
OH,14,0.6749414381652165,"['Dizziness', 'Paresis', 'Seizures', 'Eye Pain']",2016-09
OK,9,0.6508870991861995,"['Sarcopenia', 'Halitosis']",2016-09
OR,2,0.5814079197090619,"['Unconsciousness', 'Seizures']",2016-09
PA,3,0.6211686077277524,"['Gagging', 'Eye Pain']",2016-09
RI,2,0.6595945078749421,"['Deafness', 'Sneezing']",2016-09
SC,14,0.7808523189285363,"['Ophthalmoplegia', 'Morning Sickness']",2016-09
SD,10,0.6823508325394495,"['Syncope', 'Agnosia', 'Aphasia']",2016-09
TN,8,0.7162287469694026,"['Korsakoff Syndrome', 'Colic']",2016-09
TX,8,0.6616337575055247,"['Hearing Disorders', 'Tinnitus', 'Voice Disorders']",2016-09
UT,8,0.6369711184918144,"['Hyperacusis', 'Hoarseness', 'Shoulder Pain']",2016-09
VA,18,0.5864619469235836,"['Orthostatic Intolerance', 'Hirsutism', 'Speech Disorders', 'Toothache', 'Tinnitus']",2016-09
VT,17,0.6224634138395561,"['Jaundice', 'Motion Sickness', 'Pruritus']",2016-09
WA,18,0.7800367249994964,"['Tremor', 'Acute Coronary Syndrome']",2016-09
WI,19,0.6188454023026765,"['Tremor', 'Facial Pain', 'Hiccup', 'Unconsciousness']",2016-09
WV,12,0.6646035288405119,"['Nocturia', 'Hiccup']",2016-09
WY,12,0.7342130087923321,"['Seizures', 'Tics']",2016-09
AK,10,0.721685207827184,"['Seizures', 'Dystonia']",2016-10
AL,20,0.6949008163936042,"['Pallor', 'Dyslexia', 'Ecchymosis']",2016-10
AR,5,0.6489958592185922,"['Motion Sickness', 'Tetany', 'Edema']",2016-10
AZ,16,0.6377783849021226,"['Weight Loss', 'Headache', 'Pain', 'Weight Gain']",2016-10
CA,13,0.6792019446755216,"['Thinness', 'Chills', 'Earache', 'Brown-Sequard Syndrome', 'Cough', 'Fever']",2016-10
CO,10,0.7142702884504893,"['Paresthesia', 'Hemoglobinuria']",2016-10
CT,11,0.6086478458779775,"['Sweating Sickness', 'Hypoventilation']",2016-10
DC,1,0.7070656722309135,"['Cachexia', 'Miosis']",2016-10
DE,10,0.5671316833645784,"['Deafness', 'Snoring', 'Headache', 'Cough', 'Cyanosis']",2016-10
FL,9,0.6227220557961847,"['Paresis', 'Myotonia', 'Myokymia']",2016-10
GA,2,0.6870977439805935,"['Flushing', 'Hoarseness', 'Fetal Weight', 'Morning Sickness']",2016-10
HI,2,0.7145827989029608,"['Motion Sickness', 'Diarrhea']",2016-10
IA,18,0.6618213629260404,"['Mutism', 'Flank Pain']",2016-10
ID,8,0.7176584177223646,"['Illusions', 'Spasm']",2016-10
IL,18,0.6376843174018841,"['Metatarsalgia', 'Vertigo', 'Tics']",2016-10
IN,4,0.7935610298419358,"['Metatarsalgia', 'Eructation']",2016-10
KS,3,0.5716556658164577,"['Unconsciousness', 'Syncope', 'Metatarsalgia', 'Bulimia', 'Presbycusis', 'Diplopia']",2016-10
KY,8,0.6889846831611264,"['Livedo Reticularis', 'Amaurosis Fugax', 'Nausea']",2016-10
LA,6,0.7037076910113064,"['Hyperesthesia', 'Coma', 'Earache']",2016-10
MA,5,0.7331846645130357,"['Mouth Breathing', 'Urinary Incontinence', 'Lethargy']",2016-10
MD,15,0.6817497641621095,"['Vomiting', 'Paresis', 'Hypocapnia', 'Overweight']",2016-10
ME,3,0.7308456192693451,"['Chest Pain', 'Flushing', 'Tics']",2016-10
MI,3,0.7160196830682036,"['Renal Colic', 'Anomia']",2016-10
MN,4,0.632008012798701,"['Toothache', 'Hyperacusis', 'Orthostatic Intolerance']",2016-10
MO,1,0.6126846141938114,"['Eructation', 'Dyspepsia', 'Birth Weight', 'Overweight']",2016-10
MS,20,0.6655658117848192,"['Paresthesia', 'Paralysis']",2016-10
MT,9,0.595847532389829,"['Gagging', 'Tinnitus']",2016-10
NC,5,0.7374818456701372,"['Sweating Sickness', 'Seizures']",2016-10
ND,9,0.6513962478854943,"['Gastroparesis', 'Spasm', 'Confusion']",2016-10
NE,11,0.7331415191943002,"['Coma', 'Stuttering']",2016-10
NH,4,0.6947575863571843,"['Dystonia', 'Hyperventilation']",2016-10
NJ,16,0.7173373434595525,"['Vertigo', 'Hoarseness']",2016-10
NM,3,0.5801661559099138,"['Flushing', 'Tics', 'Nocturia', 'Hiccup', 'Tinnitus', 'Colic']",2016-10
NV,9,0.6353013143754401,"['Echolalia', 'Scotoma', 'Hemoptysis']",2016-10
NY,15,0.6586547075610257,"['Hemifacial Spasm', 'Angina Pectoris', 'Acute Coronary Syndrome', 'Hypothermia', 'Agraphia', 'Anisocoria']",2016-10
OH,12,0.6658585782136038,"['Phantom Limb', 'Eructation', 'Neuralgia']",2016-10
OK,1,0.7000345199359224,"['Illusions', 'Gagging', 'Sciatica']",2016-10
OR,11,0.6312249593995133,"['Tremor', 'Intermittent Claudication']",2016-10
PA,3,0.77535885915065,"['Paresis', 'Hot Flashes', 'Pelvic Pain']",2016-10
RI,1,0.6700988139263692,"['Motion Sickness', 'Weight Gain', 'Back Pain']",2016-10
SC,19,0.7078978491899441,"['Hypothermia', 'Hoarseness', 'Body Weight']",2016-10
SD,17,0.6279813171716814,"['Myoclonus', 'Shoulder Pain']",2016-10
TN,16,0.6404842309830946,"['Heart Murmurs', 'Constipation']",2016-10
TX,18,0.6719297930974012,"['Labor Pain', 'Trismus', 'Hypergammaglobulinemia']",2016-10
UT,6,0.6675644614796049,"['Hydrops Fetalis', 'Communication Disorders']",2016-10
VA,5,0.6136546394302815,"['Asthenia', 'Flatulence', 'Amblyopia', 'Dysphonia']",2016-10
VT,2,0.6334777024630799,"['Jaundice', 'Motion Sickness', 'Pruritus']",2016-10
WA,2,0.7414703174080984,"['Dysgeusia', 'Oliguria', 'Edema']",2016-10
WI,14,0.7900780943579496,"['Hyperacusis', 'Photophobia']",2016-10
WV,16,0.6561540860878013,"['Headache', 'Asthenia']",2016-10
WY,5,0.6764855456531219,"['Tremor', 'Dysuria', 'Hallucinations']",2016-10
AK,17,0.676424431435376,"['Low Back Pain', 'Flushing']",2016-11
AL,13,0.6669231746000666,"['Sleep Disorders', 'Weight Gain']",2016-11
AR,15,0.6822422923379531,"['Deafness', 'Ageusia']",2016-11
AZ,1,0.7338914329928006,"['Fasciculation', 'Paralysis']",2016-11
CA,7,0.6551941155643792,"['Chest Pain', 'Anomia', 'Cerebellar Ataxia', 'Ageusia']",2016-11
CO,3,0.5795508235947205,"['Myoclonus', 'Hyperemesis Gravidarum', 'Proteinuria']",2016-11
CT,4,0.8163454640966723,"['Overweight', 'Motion Sickness', 'Dysmenorrhea']",2016-11
DC,20,0.5763070537405851,"['Arthralgia', 'Nocturia', 'Gagging', 'Alien Hand Syndrome']",2016-11
DE,8,0.6313527266592446,"['Hypothermia', 'Confusion', 'Amnesia', 'Hiccup']",2016-11
FL,14,0.6313026876603287,"['Hyperesthesia', 'Renal Colic', 'Amnesia', 'Jaundice', 'Aphonia', 'Myoclonus', 'Sarcopenia', 'Feminization', 'Korsakoff Syndrome', 'Dysgeusia']",2016-11
GA,8,0.7964449239881362,"['Metatarsalgia', 'Hyperacusis']",2016-11
HI,5,0.6690376557697594,"['Fatigue', 'Polyuria']",2016-11
IA,18,0.7409200392420348,"['Toothache', 'Sleep Deprivation']",2016-11
ID,13,0.7320775232173161,"['Dystonia', 'Hyperventilation']",2016-11
IL,19,0.6755004181183776,"['Coprophagia', 'Dysuria', 'Hyperphagia']",2016-11
IN,13,0.6411343279206742,"['Weight Loss', 'Mental Retardation', 'Hemiplegia', 'Body Weight']",2016-11
KS,7,0.6958584786030563,"['Sarcopenia', 'Sleep Disorders', 'Paraplegia']",2016-11
KY,16,0.6351178126402334,"['Low Back Pain', 'Abdominal Pain', 'Chest Pain']",2016-11
LA,17,0.6796741888248312,"['Sarcopenia', 'Overweight', 'Shoulder Pain']",2016-11
MA,18,0.6811759038466327,"['Hydrops Fetalis', 'Dizziness']",2016-11
MD,9,0.65110307234729,"['Hearing Loss', 'Catatonia', 'Ophthalmoplegia', 'Diplopia']",2016-11
ME,9,0.6608208930098298,"['Anisocoria', 'Back Pain', 'Edema', 'Polyuria', 'Cyanosis']",2016-11
MI,9,0.7275281853718335,"['Weight Loss', 'Pelvic Pain', 'Weight Gain', 'Diarrhea']",2016-11
MN,11,0.652942247511035,"['Cerebellar Ataxia', 'Hemoglobinuria', 'Tics']",2016-11
MO,16,0.6447627377701645,"['Encopresis', 'Sweating Sickness', 'Catatonia', 'Paresthesia']",2016-11
MS,8,0.6402167170284722,"['Mutism', 'Hemoptysis', 'Polyuria', 'Oliguria']",2016-11
MT,10,0.6891599611052811,"['Weight Gain', 'Anoxia']",2016-11
NC,15,0.6667168978793226,"['Gagging', 'Pelvic Pain', 'Agraphia']",2016-11
ND,5,0.7038386760768877,"['Gastroparesis', 'Spasm', 'Confusion']",2016-11
NE,3,0.6896744898856451,"['Low Back Pain', 'Hematemesis']",2016-11
NH,7,0.637213548657192,"['Encopresis', 'Birth Weight', 'Blindness', 'Abdominal Pain', 'Obesity']",2016-11
NJ,16,0.6615276999585188,"['Paraparesis', 'Torticollis', 'Scotoma', 'Dizziness', 'Korsakoff Syndrome', 'Hemiplegia']",2016-11
NM,12,0.6180335895490217,"['Catatonia', 'Coprophagia', 'Neck Pain']",2016-11
NV,17,0.6822600984014997,"['Low Back Pain', 'Encopresis']",2016-11
NY,15,0.6739291717498451,"['Respiratory Sounds', 'Intermittent Claudication', 'Hemianopsia']",2016-11
OH,3,0.6680993132343351,"['Vertigo', 'Hyperventilation', 'Livedo Reticularis', 'Birth Weight']",2016-11
OK,2,0.6860219844916051,"['Aphasia', 'Neuralgia']",2016-11
OR,4,0.6874763897001152,"['Acute Coronary Syndrome', 'Torticollis']",2016-11
PA,14,0.7015339323079952,"['Trismus', 'Birth Weight', 'Purpura Fulminans', 'Fasciculation']",2016-11
RI,6,0.6489857079390455,"['Prosopagnosia', 'Body Weight']",2016-11
SC,18,0.6473366312879905,"['Paresthesia', 'Coma']",2016-11
SD,1,0.7033331941610069,"['Toothache', 'Purpura']",2016-11
TN,22,0.6617489888641088,"['Dysuria', 'Paraplegia', 'Paresthesia', 'Quadriplegia']",2016-11
TX,14,0.6718512257250532,"['Myoclonus', 'Psychomotor Agitation']",2016-11
UT,17,0.6270259167688692,"['Anomia', 'Hematemesis', 'Photophobia', 'Hearing Loss', 'Colic']",2016-11
VA,14,0.623529347060961,"['Phantom Limb', 'Stupor', 'Hiccup', 'Constipation']",2016-11
VT,3,0.6336442265330668,"['Dystonia', 'Tics', 'Halitosis']",2016-11
WA,7,0.6664608234693349,"['Eructation', 'Neck Pain']",2016-11
